"","reportdate","overall","ownership","locationid","location_start_2025","location_end_2025","good","rating"
"1599",2015-10-16,"Requires improvement","For-profit","1-134376322",18640,NA,0,"Requires improvement"
"1600",2015-10-16,"Good","For-profit","1-136058544",18645,NA,1,"Good"
"1601",2015-10-16,"Good","Local Authority","1-1458056262",19900,NA,1,"Good"
"1602",2015-10-16,"Good","For-profit","1-1486105144",19920,NA,1,"Good"
"1603",2015-10-16,"Requires improvement","For-profit","1-1554674153",19955,22735,0,"Requires improvement"
"1604",2015-10-16,"Good","For-profit","1-1886216042",20139,NA,1,"Good"
"1605",2015-10-16,"Good","For-profit","1-1903641335",20109,NA,1,"Good"
"1606",2015-10-16,"Good","For-profit","1-334729936",18953,NA,1,"Good"
"1607",2015-10-16,"Good","For-profit","1-396095222",19087,NA,1,"Good"
"1608",2015-10-16,"Good","For-profit","1-510828847",19299,NA,1,"Good"
"1609",2015-10-16,"Requires improvement","For-profit","1-612516609",19424,21623,0,"Requires improvement"
"1610",2015-10-16,"Requires improvement","For-profit","1-8301903483",21945,NA,0,"Requires improvement"
"1611",2015-10-19,"Good","For-profit","1-297421922",18901,22196,1,"Good"
"1612",2015-10-19,"Requires improvement","For-profit","1-327062479",18930,20781,0,"Requires improvement"
"1613",2015-10-19,"Good","For-profit","1-758994009",19509,NA,1,"Good"
"1614",2015-10-19,"Good","Local Authority","1-9633709590",22189,NA,1,"Good"
"1615",2015-10-20,"Good","For-profit","1-117323861",18612,NA,1,"Good"
"1616",2015-10-20,"Good","For-profit","1-1327871941",19810,22214,1,"Good"
"1617",2015-10-20,"Good","For-profit","1-143000023",18627,20891,1,"Good"
"1618",2015-10-20,"Good","Third sector","1-145903986",18653,NA,1,"Good"
"1619",2015-10-20,"Good","For-profit","1-148455494",18598,21433,1,"Good"
"1620",2015-10-20,"Requires improvement","For-profit","1-1830940832",20094,20669,0,"Requires improvement"
"1621",2015-10-20,"Good","For-profit","1-1846098285",20094,20543,1,"Good"
"1622",2015-10-20,"Requires improvement","For-profit","1-884678671",19597,21117,0,"Requires improvement"
"1623",2015-10-21,"Good","For-profit","1-1202538327",19746,20684,1,"Good"
"1624",2015-10-21,"Requires improvement","For-profit","1-129289142",18631,20731,0,"Requires improvement"
"1625",2015-10-21,"Good","Third sector","1-129855543",18597,NA,1,"Good"
"1626",2015-10-21,"Requires improvement","For-profit","1-1326999055",19837,21138,0,"Requires improvement"
"1627",2015-10-21,"Requires improvement","For-profit","1-1592807633",19956,NA,0,"Requires improvement"
"1628",2015-10-21,"Good","For-profit","1-1683642822",20004,20410,1,"Good"
"1629",2015-10-21,"Good","For-profit","1-1929019906",20128,20950,1,"Good"
"1630",2015-10-21,"Inadequate","For-profit","1-2103393835",20263,20508,0,"Inadequate"
"1631",2015-10-21,"Good","For-profit","1-483928492",19274,21644,1,"Good"
"1632",2015-10-21,"Requires improvement","For-profit","1-838000237",19564,20621,0,"Requires improvement"
"1633",2015-10-21,"Good","For-profit","1-855156421",19565,20760,1,"Good"
"1634",2015-10-21,"Good","For-profit","1-891663545",19635,20809,1,"Good"
"1635",2015-10-22,"Good","For-profit","1-1066114804",19697,20836,1,"Good"
"1636",2015-10-22,"Good","Third sector","1-120087393",18639,20916,1,"Good"
"1637",2015-10-22,"Good","For-profit","1-1337048782",19821,22161,1,"Good"
"1638",2015-10-22,"Requires improvement","For-profit","1-2064755953",20234,21710,0,"Requires improvement"
"1639",2015-10-22,"Requires improvement","For-profit","1-312765144",18896,NA,0,"Requires improvement"
"1640",2015-10-22,"Good","Third sector","1-314496921",18914,21213,1,"Good"
"1641",2015-10-22,"Good","For-profit","1-481274029",19289,20909,1,"Good"
"1642",2015-10-22,"Good","For-profit","1-668908954",19481,NA,1,"Good"
"1643",2015-10-23,"Requires improvement","For-profit","1-10206005895",22300,NA,0,"Requires improvement"
"1644",2015-10-23,"Good","For-profit","1-1041108285",19666,NA,1,"Good"
"1645",2015-10-23,"Good","For-profit","1-119218365",18583,22770,1,"Good"
"1646",2015-10-23,"Good","For-profit","1-132129623",18602,NA,1,"Good"
"1647",2015-10-23,"Requires improvement","For-profit","1-1362514297",19838,NA,0,"Requires improvement"
"1648",2015-10-23,"Requires improvement","For-profit","1-1813634815",20093,20459,0,"Requires improvement"
"1649",2015-10-23,"Requires improvement","For-profit","1-1881123789",20119,20942,0,"Requires improvement"
"1650",2015-10-23,"Requires improvement","For-profit","1-1998269251",20179,NA,0,"Requires improvement"
"1651",2015-10-23,"Requires improvement","For-profit","1-728827446",19495,22300,0,"Requires improvement"
"1652",2015-10-26,"Good","For-profit","1-1070803341",19701,NA,1,"Good"
"1653",2015-10-26,"Requires improvement","For-profit","1-114675486",18645,21329,0,"Requires improvement"
"1654",2015-10-26,"Good","For-profit","1-119699255",18584,NA,1,"Good"
"1655",2015-10-26,"Good","For-profit","1-123926241",18598,NA,1,"Good"
"1656",2015-10-26,"Inadequate","For-profit","1-144245420",18599,NA,0,"Inadequate"
"1657",2015-10-26,"Requires improvement","For-profit","1-1846388866",20104,21608,0,"Requires improvement"
"1658",2015-10-26,"Good","For-profit","1-1968546002",20163,NA,1,"Good"
"1659",2015-10-26,"Good","For-profit","1-2013534526",20214,NA,1,"Good"
"1660",2015-10-26,"Good","For-profit","1-549716092",19339,21195,1,"Good"
"1661",2015-10-27,"Requires improvement","For-profit","1-112056387",18536,NA,0,"Requires improvement"
"1662",2015-10-27,"Good","For-profit","1-125534625",18644,NA,1,"Good"
"1663",2015-10-27,"Good","For-profit","1-126215494",18665,NA,1,"Good"
"1664",2015-10-27,"Requires improvement","Third sector","1-189288395",18689,20556,0,"Requires improvement"
"1665",2015-10-27,"Requires improvement","Third sector","1-299515393",18867,NA,0,"Requires improvement"
"1666",2015-10-27,"Good","For-profit","1-358432098",19022,21424,1,"Good"
"1667",2015-10-28,"Requires improvement","Third sector","1-121773590",18701,NA,0,"Requires improvement"
"1668",2015-10-28,"Good","Third sector","1-125000039",18644,21719,1,"Good"
"1669",2015-10-28,"Good","For-profit","1-126242468",19247,NA,1,"Good"
"1670",2015-10-28,"Good","For-profit","1-1320934527",19806,NA,1,"Good"
"1671",2015-10-28,"Good","For-profit","1-135520294",18583,NA,1,"Good"
"1672",2015-10-28,"Requires improvement","For-profit","1-2046345006",20216,20536,0,"Requires improvement"
"1673",2015-10-28,"Requires improvement","For-profit","1-2149220965",20293,20536,0,"Requires improvement"
"1674",2015-10-28,"Good","Local Authority","1-283353126",18896,20730,1,"Good"
"1675",2015-10-28,"Requires improvement","For-profit","1-608368256",19426,NA,0,"Requires improvement"
"1676",2015-10-28,"Good","For-profit","1-977317273",19635,NA,1,"Good"
"1677",2015-10-29,"Good","For-profit","1-1177041289",19752,20936,1,"Good"
"1678",2015-10-29,"Good","For-profit","1-126027801",18597,NA,1,"Good"
"1679",2015-10-29,"Requires improvement","For-profit","1-131474332",18717,20299,0,"Requires improvement"
"1680",2015-10-29,"Good","Third sector","1-1735296588",20033,20880,1,"Good"
"1681",2015-10-29,"Good","Local Authority","1-906534472",19586,NA,1,"Good"
"1682",2015-10-29,"Inadequate","For-profit","1-942163650",19610,20881,0,"Inadequate"
"1683",2015-10-29,"Good","For-profit","1-991518714",19667,NA,1,"Good"
"1684",2015-10-29,"Good","Local Authority","RW5EP",19715,21678,1,"Good"
"1685",2015-10-30,"Good","For-profit","1-125023752",18603,NA,1,"Good"
"1686",2015-10-30,"Inadequate","For-profit","1-1256804783",19772,21084,0,"Inadequate"
"1687",2015-10-30,"Good","For-profit","1-140567061",18605,22516,1,"Good"
"1688",2015-10-30,"Good","For-profit","1-160181244",18652,NA,1,"Good"
"1689",2015-10-30,"Good","For-profit","1-244474149",18812,21314,1,"Good"
"1690",2015-10-30,"Good","Third sector","1-341611699",18966,NA,1,"Good"
"1691",2015-10-30,"Good","For-profit","1-439697751",19178,NA,1,"Good"
"1692",2015-10-30,"Good","For-profit","1-443461067",19184,NA,1,"Good"
"1693",2015-10-30,"Good","For-profit","1-452573989",19206,NA,1,"Good"
"1694",2015-10-30,"Good","For-profit","1-6659739258",21861,22838,1,"Good"
"1695",2015-10-30,"Good","For-profit","1-670076029",19456,20502,1,"Good"
"1696",2015-11-02,"Good","For-profit","1-111167514",18662,NA,1,"Good"
"1697",2015-11-02,"Requires improvement","For-profit","1-1219053107",19778,NA,0,"Requires improvement"
"1698",2015-11-02,"Requires improvement","For-profit","1-1485359110",19996,20786,0,"Requires improvement"
"1699",2015-11-02,"Requires improvement","For-profit","1-1562746096",19951,NA,0,"Requires improvement"
"1700",2015-11-02,"Requires improvement","For-profit","1-1738855216",20031,20702,0,"Requires improvement"
"1701",2015-11-02,"Good","For-profit","1-2209806046",20347,NA,1,"Good"
"1702",2015-11-02,"Good","For-profit","1-526075269",19323,NA,1,"Good"
"1703",2015-11-02,"Good","Third sector","1-825040084",19550,21342,1,"Good"
"1704",2015-11-03,"Good","For-profit","1-111236046",18651,23530,1,"Good"
"1705",2015-11-03,"Good","For-profit","1-112545426",18658,20795,1,"Good"
"1706",2015-11-03,"Good","For-profit","1-124832897",18639,NA,1,"Good"
"1707",2015-11-03,"Good","For-profit","1-188097964",18732,NA,1,"Good"
"1708",2015-11-03,"Requires improvement","For-profit","1-228962162",18728,20679,0,"Requires improvement"
"1709",2015-11-03,"Good","For-profit","1-233469291",18736,21193,1,"Good"
"1710",2015-11-03,"Good","For-profit","1-348572424",18973,NA,1,"Good"
"1711",2015-11-04,"Good","For-profit","1-122137706",18637,20973,1,"Good"
"1712",2015-11-04,"Good","Third sector","1-136400804",18639,21670,1,"Good"
"1713",2015-11-04,"Requires improvement","For-profit","1-1546161736",19927,NA,0,"Requires improvement"
"1714",2015-11-04,"Good","Third sector","1-1757383287",20031,21374,1,"Good"
"1715",2015-11-04,"Good","For-profit","1-2103650602",20275,NA,1,"Good"
"1716",2015-11-04,"Good","For-profit","1-249722099",18767,23194,1,"Good"
"1717",2015-11-04,"Good","For-profit","1-455330921",19213,NA,1,"Good"
"1718",2015-11-04,"Good","For-profit","1-509610831",19299,20891,1,"Good"
"1719",2015-11-04,"Good","Third sector","1-6805118452",21668,NA,1,"Good"
"1720",2015-11-04,"Good","Third sector","1-929291820",19603,NA,1,"Good"
"1721",2015-11-05,"Good","Third sector","1-120702301",18653,NA,1,"Good"
"1722",2015-11-05,"Good","For-profit","1-126706612",18605,NA,1,"Good"
"1723",2015-11-05,"Good","For-profit","1-1425811052",19894,NA,1,"Good"
"1724",2015-11-05,"Requires improvement","For-profit","1-1988343159",20195,23190,0,"Requires improvement"
"1725",2015-11-06,"Good","For-profit","1-123553375",18641,NA,1,"Good"
"1726",2015-11-06,"Requires improvement","For-profit","1-123845595",18640,NA,0,"Requires improvement"
"1727",2015-11-06,"Requires improvement","For-profit","1-127827468",18619,NA,0,"Requires improvement"
"1728",2015-11-06,"Requires improvement","For-profit","1-1336614479",19835,NA,0,"Requires improvement"
"1729",2015-11-06,"Requires improvement","For-profit","1-1375213791",19838,NA,0,"Requires improvement"
"1730",2015-11-06,"Requires improvement","For-profit","1-138948894",18582,20466,0,"Requires improvement"
"1731",2015-11-06,"Good","For-profit","1-138949323",18582,21453,1,"Good"
"1732",2015-11-06,"Requires improvement","For-profit","1-1790654268",20076,21532,0,"Requires improvement"
"1733",2015-11-06,"Good","For-profit","1-357182168",19043,NA,1,"Good"
"1734",2015-11-06,"Good","For-profit","1-423031148",19134,NA,1,"Good"
"1735",2015-11-06,"Requires improvement","For-profit","1-549861245",19339,20852,0,"Requires improvement"
"1736",2015-11-09,"Good","For-profit","1-114391797",18681,NA,1,"Good"
"1737",2015-11-09,"Good","For-profit","1-128499596",18638,NA,1,"Good"
"1738",2015-11-09,"Requires improvement","For-profit","1-130170465",18639,21941,0,"Requires improvement"
"1739",2015-11-09,"Good","Third sector","1-15350225955",23103,NA,1,"Good"
"1740",2015-11-09,"Good","Third sector","1-1588665189",20029,NA,1,"Good"
"1741",2015-11-09,"Good","For-profit","1-1800461246",20055,21565,1,"Good"
"1742",2015-11-09,"Good","Third sector","1-1903298106",20165,23104,1,"Good"
"1743",2015-11-09,"Good","For-profit","1-424575055",19184,NA,1,"Good"
"1744",2015-11-09,"Good","For-profit","1-657147163",19430,NA,1,"Good"
"1745",2015-11-09,"Good","Local Authority","1-977119440",19645,20726,1,"Good"
"1746",2015-11-10,"Good","Third sector","1-124011989",18666,21852,1,"Good"
"1747",2015-11-10,"Good","For-profit","1-124221427",18583,NA,1,"Good"
"1748",2015-11-10,"Good","For-profit","1-1249845168",19782,NA,1,"Good"
"1749",2015-11-10,"Requires improvement","For-profit","1-138412568",18583,20710,0,"Requires improvement"
"1750",2015-11-10,"Good","For-profit","1-1613236694",19980,NA,1,"Good"
"1751",2015-11-10,"Requires improvement","For-profit","1-1991829853",20172,20765,0,"Requires improvement"
"1752",2015-11-10,"Requires improvement","For-profit","1-2083348078",20244,20920,0,"Requires improvement"
"1753",2015-11-10,"Good","For-profit","1-209697508",18725,NA,1,"Good"
"1754",2015-11-10,"Requires improvement","For-profit","1-2136459335",20285,NA,0,"Requires improvement"
"1755",2015-11-10,"Good","Third sector","1-261157067",18819,NA,1,"Good"
"1756",2015-11-10,"Requires improvement","For-profit","1-261577410",18814,22201,0,"Requires improvement"
"1757",2015-11-10,"Requires improvement","For-profit","1-682512648",19453,20989,0,"Requires improvement"
"1758",2015-11-10,"Good","Third sector","1-7524953688",21852,22132,1,"Good"
"1759",2015-11-10,"Requires improvement","For-profit","1-9586706127",22200,NA,0,"Requires improvement"
"1760",2015-11-11,"Good","For-profit","1-125498357",18581,NA,1,"Good"
"1761",2015-11-11,"Requires improvement","For-profit","1-127625534",18639,NA,0,"Requires improvement"
"1762",2015-11-11,"Good","For-profit","1-1406112871",19894,NA,1,"Good"
"1763",2015-11-11,"Good","For-profit","1-1922766435",20122,21143,1,"Good"
"1764",2015-11-11,"Good","For-profit","1-2161232437",20332,22295,1,"Good"
"1765",2015-11-11,"Good","Local Authority","1-283353021",18896,20730,1,"Good"
"1766",2015-11-11,"Good","For-profit","1-334454074",18947,NA,1,"Good"
"1767",2015-11-11,"Good","For-profit","1-374661559",19040,22942,1,"Good"
"1768",2015-11-11,"Good","For-profit","1-439691271",19172,NA,1,"Good"
"1769",2015-11-11,"Good","Third sector","1-440942051",19206,20683,1,"Good"
"1770",2015-11-11,"Inadequate","For-profit","1-840618018",19570,20443,0,"Inadequate"
"1771",2015-11-11,"Good","For-profit","1-9575699125",22295,23730,1,"Good"
"1772",2015-11-12,"Good","For-profit","1-1124138281",19710,NA,1,"Good"
"1773",2015-11-12,"Good","For-profit","1-116747695",18641,NA,1,"Good"
"1774",2015-11-12,"Good","Local Authority","1-121326793",18641,NA,1,"Good"
"1775",2015-11-12,"Good","Third sector","1-121516941",18665,21012,1,"Good"
"1776",2015-11-12,"Requires improvement","For-profit","1-122169110",18599,22700,0,"Requires improvement"
"1777",2015-11-12,"Good","For-profit","1-124944331",18638,NA,1,"Good"
"1778",2015-11-12,"Requires improvement","For-profit","1-12591459710",22693,23306,0,"Requires improvement"
"1779",2015-11-12,"Good","For-profit","1-145038019",18598,NA,1,"Good"
"1780",2015-11-12,"Requires improvement","For-profit","1-1849442043",20081,NA,0,"Requires improvement"
"1781",2015-11-12,"Good","For-profit","1-436257440",19165,NA,1,"Good"
"1782",2015-11-12,"Good","Third sector","1-461606396",19229,NA,1,"Good"
"1783",2015-11-12,"Good","For-profit","1-857219282",19579,20802,1,"Good"
"1784",2015-11-12,"Good","For-profit","1-938009346",19611,NA,1,"Good"
"1785",2015-11-13,"Good","Third sector","1-119186108",18688,NA,1,"Good"
"1786",2015-11-13,"Requires improvement","For-profit","1-1539691964",19988,NA,0,"Requires improvement"
"1787",2015-11-13,"Good","Third sector","1-1713486411",20058,21899,1,"Good"
"1788",2015-11-13,"Requires improvement","For-profit","1-1868258876",20130,NA,0,"Requires improvement"
"1789",2015-11-13,"Good","For-profit","1-2156888924",20305,NA,1,"Good"
"1790",2015-11-13,"Requires improvement","For-profit","1-359953485",19004,21013,0,"Requires improvement"
"1791",2015-11-13,"Requires improvement","For-profit","1-475353255",19303,20698,0,"Requires improvement"
"1792",2015-11-16,"Good","For-profit","1-116465695",18606,21041,1,"Good"
"1793",2015-11-16,"Good","Third sector","1-129164542",18616,20360,1,"Good"
"1794",2015-11-16,"Good","Third sector","1-139666001",18611,22734,1,"Good"
"1795",2015-11-16,"Good","Third sector","1-144120481",18599,20457,1,"Good"
"1796",2015-11-16,"Good","For-profit","1-157759839",18652,NA,1,"Good"
"1797",2015-11-16,"Requires improvement","For-profit","1-220311591",18788,NA,0,"Requires improvement"
"1798",2015-11-16,"Good","For-profit","1-940036213",19610,NA,1,"Good"
"1799",2015-11-17,"Good","For-profit","1-1079419560",19681,NA,1,"Good"
"1800",2015-11-17,"Good","For-profit","1-1128578553",19708,22774,1,"Good"
"1801",2015-11-17,"Good","For-profit","1-118825684",18627,22123,1,"Good"
"1802",2015-11-17,"Good","For-profit","1-119514288",18550,20920,1,"Good"
"1803",2015-11-17,"Good","Third sector","1-120702190",18653,NA,1,"Good"
"1804",2015-11-17,"Good","For-profit","1-1235269548",19761,NA,1,"Good"
"1805",2015-11-17,"Good","Third sector","1-124801778",18651,21202,1,"Good"
"1806",2015-11-17,"Good","For-profit","1-13050880987",22769,NA,1,"Good"
"1807",2015-11-17,"Good","Third sector","1-132159145",18647,NA,1,"Good"
"1808",2015-11-17,"Good","For-profit","1-137991119",18640,20502,1,"Good"
"1809",2015-11-17,"Good","For-profit","1-1744636916",20033,NA,1,"Good"
"1810",2015-11-17,"Good","For-profit","1-1877107223",20120,21416,1,"Good"
"1811",2015-11-17,"Requires improvement","For-profit","1-1966786903",20146,NA,0,"Requires improvement"
"1812",2015-11-17,"Good","For-profit","1-2158139968",20311,20894,1,"Good"
"1813",2015-11-17,"Good","Third sector","1-2218764919",20354,21024,1,"Good"
"1814",2015-11-17,"Requires improvement","For-profit","1-914288351",19592,NA,0,"Requires improvement"
"1815",2015-11-17,"Good","For-profit","1-9250652975",22123,NA,1,"Good"
"1816",2015-11-18,"Good","Third sector","1-117373860",18647,NA,1,"Good"
