"","reportdate","overall","ownership","locationid","location_start_2025","location_end_2025","good","rating"
"24958",2022-05-25,"Good","For-profit","1-10291543287",22309,NA,1,"Good"
"24959",2022-05-25,"Outstanding","For-profit","1-10435916272",22334,NA,1,"Outstanding"
"24960",2022-05-25,"Requires improvement","For-profit","1-10476285035",22357,NA,0,"Requires improvement"
"24961",2022-05-25,"Good","For-profit","1-10616494808",22369,NA,1,"Good"
"24962",2022-05-25,"Good","For-profit","1-12106792323",22621,NA,1,"Good"
"24963",2022-05-25,"Good","For-profit","1-1859205391",20108,NA,1,"Good"
"24964",2022-05-25,"Requires improvement","For-profit","1-2466582551",20493,23201,0,"Requires improvement"
"24965",2022-05-25,"Requires improvement","For-profit","1-2698175338",20613,NA,0,"Requires improvement"
"24966",2022-05-25,"Good","For-profit","1-2715667730",20621,NA,1,"Good"
"24967",2022-05-25,"Inadequate","For-profit","1-2931865969",20717,22939,0,"Inadequate"
"24968",2022-05-25,"Good","For-profit","1-4677718030",21605,NA,1,"Good"
"24969",2022-05-25,"Requires improvement","For-profit","1-8582929885",21998,NA,0,"Requires improvement"
"24970",2022-05-25,"Good","For-profit","1-8970970482",22062,NA,1,"Good"
"24971",2022-05-25,"Good","For-profit","1-9583134750",22200,NA,1,"Good"
"24972",2022-05-25,"Good","For-profit","1-9676745306",22197,NA,1,"Good"
"24973",2022-05-26,"Requires improvement","For-profit","1-10023216025",22267,NA,0,"Requires improvement"
"24974",2022-05-26,"Requires improvement","For-profit","1-15117610198",23076,23271,0,"Requires improvement"
"24975",2022-05-26,"Good","Third sector","1-226611712",18723,NA,1,"Good"
"24976",2022-05-26,"Good","For-profit","1-2693456515",20618,NA,1,"Good"
"24977",2022-05-26,"Requires improvement","For-profit","1-4393424020",21108,NA,0,"Requires improvement"
"24978",2022-05-26,"Requires improvement","For-profit","1-4512618861",21214,NA,0,"Requires improvement"
"24979",2022-05-26,"Requires improvement","For-profit","1-6473140530",21656,23076,0,"Requires improvement"
"24980",2022-05-26,"Requires improvement","Local Authority","1-6958817929",21706,NA,0,"Requires improvement"
"24981",2022-05-26,"Good","For-profit","1-8297590541",21966,NA,1,"Good"
"24982",2022-05-26,"Good","For-profit","1-8536626775",22032,NA,1,"Good"
"24983",2022-05-26,"Requires improvement","For-profit","1-9580205245",22180,NA,0,"Requires improvement"
"24984",2022-05-26,"Good","For-profit","1-9586370267",22180,NA,1,"Good"
"24985",2022-05-26,"Good","For-profit","1-9823734884",22224,23461,1,"Good"
"24986",2022-05-26,"Requires improvement","For-profit","1-988832260",19662,NA,0,"Requires improvement"
"24987",2022-05-27,"Requires improvement","For-profit","1-4297930797",21084,NA,0,"Requires improvement"
"24988",2022-05-27,"Good","For-profit","1-8575278386",21994,NA,1,"Good"
"24989",2022-05-27,"Good","For-profit","1-8844133818",22090,NA,1,"Good"
"24990",2022-05-27,"Requires improvement","For-profit","1-8900320742",22049,NA,0,"Requires improvement"
"24991",2022-05-28,"Requires improvement","Third sector","1-11482236151",22515,NA,0,"Requires improvement"
"24992",2022-05-28,"Requires improvement","For-profit","1-20307911123",23709,NA,0,"Requires improvement"
"24993",2022-05-28,"Good","Third sector","1-3168284660",20807,22942,1,"Good"
"24994",2022-05-28,"Good","For-profit","1-9524039848",22326,NA,1,"Good"
"24995",2022-05-28,"Requires improvement","For-profit","1-9849289825",22231,23709,0,"Requires improvement"
"24996",2022-05-31,"Good","For-profit","1-10347645636",22322,NA,1,"Good"
"24997",2022-05-31,"Good","For-profit","1-10617773353",22369,NA,1,"Good"
"24998",2022-05-31,"Requires improvement","For-profit","1-17538506785",23323,NA,0,"Requires improvement"
"24999",2022-05-31,"Requires improvement","For-profit","1-2013752120",20289,NA,0,"Requires improvement"
"25000",2022-05-31,"Good","For-profit","1-2945325747",20725,NA,1,"Good"
"25001",2022-05-31,"Requires improvement","For-profit","1-4461484820",21285,NA,0,"Requires improvement"
"25002",2022-05-31,"Good","For-profit","1-4946054249",21257,NA,1,"Good"
"25003",2022-05-31,"Requires improvement","For-profit","1-6473140784",21656,23323,0,"Requires improvement"
"25004",2022-05-31,"Good","For-profit","1-7745608755",21970,NA,1,"Good"
"25005",2022-05-31,"Good","For-profit","1-7766675171",21861,NA,1,"Good"
"25006",2022-05-31,"Good","For-profit","1-9181961295",22105,NA,1,"Good"
"25007",2022-05-31,"Requires improvement","For-profit","1-9187959470",22105,23292,0,"Requires improvement"
"25008",2022-06-01,"Good","For-profit","1-10011857885",22259,NA,1,"Good"
"25009",2022-06-01,"Good","For-profit","1-10218453372",22305,NA,1,"Good"
"25010",2022-06-01,"Good","For-profit","1-10359728002",22322,NA,1,"Good"
"25011",2022-06-01,"Good","For-profit","1-10575883389",22358,NA,1,"Good"
"25012",2022-06-01,"Requires improvement","For-profit","1-10617454145",22382,22915,0,"Requires improvement"
"25013",2022-06-01,"Requires improvement","For-profit","1-13794651683",22914,23513,0,"Requires improvement"
"25014",2022-06-01,"Good","For-profit","1-2955214228",20727,NA,1,"Good"
"25015",2022-06-01,"Inadequate","Third sector","1-345483648",18969,22874,0,"Inadequate"
"25016",2022-06-01,"Outstanding","For-profit","1-3902299198",21024,NA,1,"Outstanding"
"25017",2022-06-01,"Good","For-profit","1-6353615728",21579,NA,1,"Good"
"25018",2022-06-01,"Good","Local Authority","1-6691745599",21670,NA,1,"Good"
"25019",2022-06-01,"Requires improvement","For-profit","1-7089203561",21728,NA,0,"Requires improvement"
"25020",2022-06-01,"Inadequate","For-profit","1-8385551575",21985,NA,0,"Inadequate"
"25021",2022-06-01,"Good","For-profit","1-8428377896",22124,NA,1,"Good"
"25022",2022-06-01,"Requires improvement","For-profit","1-9032494204",22111,NA,0,"Requires improvement"
"25023",2022-06-01,"Good","For-profit","1-9414341900",22147,NA,1,"Good"
"25024",2022-06-01,"Good","For-profit","1-9586264735",22200,NA,1,"Good"
"25025",2022-06-01,"Good","For-profit","1-9672774911",22204,NA,1,"Good"
"25026",2022-06-01,"Good","For-profit","1-9965552495",22273,NA,1,"Good"
"25027",2022-06-02,"Good","For-profit","1-10688436575",22383,23076,1,"Good"
"25028",2022-06-02,"Inadequate","For-profit","1-11596065964",22532,23300,0,"Inadequate"
"25029",2022-06-02,"Good","For-profit","1-13233602774",22796,NA,1,"Good"
"25030",2022-06-02,"Good","For-profit","1-15117610425",23076,NA,1,"Good"
"25031",2022-06-02,"Requires improvement","For-profit","1-2172586973",20311,NA,0,"Requires improvement"
"25032",2022-06-02,"Good","For-profit","1-400494034",19079,22796,1,"Good"
"25033",2022-06-02,"Good","For-profit","1-5149303341",21377,NA,1,"Good"
"25034",2022-06-02,"Requires improvement","For-profit","1-6571179850",21619,NA,0,"Requires improvement"
"25035",2022-06-02,"Requires improvement","For-profit","1-9151024812",22098,NA,0,"Requires improvement"
"25036",2022-06-02,"Requires improvement","For-profit","1-9670695818",22196,23152,0,"Requires improvement"
"25037",2022-06-02,"Good","For-profit","1-9857240854",22252,NA,1,"Good"
"25038",2022-06-07,"Good","For-profit","1-10018083482",22259,NA,1,"Good"
"25039",2022-06-07,"Inadequate","For-profit","1-112501787",18604,NA,0,"Inadequate"
"25040",2022-06-07,"Good","For-profit","1-2182880980",20381,NA,1,"Good"
"25041",2022-06-07,"Good","For-profit","1-3015315602",20753,NA,1,"Good"
"25042",2022-06-07,"Good","For-profit","1-4753435776",21278,NA,1,"Good"
"25043",2022-06-07,"Good","For-profit","1-5618300857",21411,NA,1,"Good"
"25044",2022-06-07,"Good","For-profit","1-7012319915",21711,NA,1,"Good"
"25045",2022-06-07,"Requires improvement","For-profit","1-7221192118",21752,NA,0,"Requires improvement"
"25046",2022-06-07,"Good","For-profit","1-9704416302",22211,NA,1,"Good"
"25047",2022-06-08,"Good","For-profit","1-10415641513",22334,22915,1,"Good"
"25048",2022-06-08,"Good","For-profit","1-13486837352",22914,NA,1,"Good"
"25049",2022-06-08,"Good","For-profit","1-1711602430",20016,NA,1,"Good"
"25050",2022-06-08,"Requires improvement","For-profit","1-5613933002",21410,NA,0,"Requires improvement"
"25051",2022-06-08,"Good","For-profit","1-6692117218",21644,NA,1,"Good"
"25052",2022-06-08,"Good","For-profit","1-7343201812",21845,NA,1,"Good"
"25053",2022-06-08,"Good","Third sector","1-9665521940",22195,NA,1,"Good"
"25054",2022-06-08,"Good","For-profit","1-9959950198",22249,NA,1,"Good"
"25055",2022-06-09,"Good","For-profit","1-10820630788",22410,NA,1,"Good"
"25056",2022-06-09,"Good","For-profit","1-125487728",18581,23583,1,"Good"
"25057",2022-06-09,"Good","For-profit","1-19466534784",23579,NA,1,"Good"
"25058",2022-06-09,"Good","For-profit","1-2492569264",20508,NA,1,"Good"
"25059",2022-06-09,"Good","For-profit","1-3904935228",20983,NA,1,"Good"
"25060",2022-06-09,"Good","For-profit","1-5552741168",21398,NA,1,"Good"
"25061",2022-06-09,"Good","For-profit","1-6372532374",21705,NA,1,"Good"
"25062",2022-06-09,"Good","For-profit","1-7475077008",21881,NA,1,"Good"
"25063",2022-06-09,"Requires improvement","For-profit","1-7647113324",22097,NA,0,"Requires improvement"
"25064",2022-06-09,"Requires improvement","For-profit","1-7880376745",22011,NA,0,"Requires improvement"
"25065",2022-06-09,"Good","For-profit","1-7926829289",21882,NA,1,"Good"
"25066",2022-06-10,"Good","For-profit","1-10272518016",22305,NA,1,"Good"
"25067",2022-06-10,"Good","For-profit","1-10392794722",22328,NA,1,"Good"
"25068",2022-06-10,"Requires improvement","For-profit","1-10675787492",22376,23163,0,"Requires improvement"
"25069",2022-06-10,"Good","For-profit","1-1763965761",20060,NA,1,"Good"
"25070",2022-06-10,"Requires improvement","For-profit","1-186730941",18658,23117,0,"Requires improvement"
"25071",2022-06-10,"Requires improvement","For-profit","1-2902581748",20893,NA,0,"Requires improvement"
"25072",2022-06-10,"Requires improvement","For-profit","1-3504471269",20884,NA,0,"Requires improvement"
"25073",2022-06-10,"Requires improvement","For-profit","1-4158940599",21053,NA,0,"Requires improvement"
"25074",2022-06-10,"Good","For-profit","1-6027939258",21557,NA,1,"Good"
"25075",2022-06-10,"Requires improvement","For-profit","1-9181833775",22104,NA,0,"Requires improvement"
"25076",2022-06-10,"Good","For-profit","1-9339175776",22147,NA,1,"Good"
"25077",2022-06-10,"Requires improvement","For-profit","1-9657042916",22245,23117,0,"Requires improvement"
"25078",2022-06-10,"Good","For-profit","1-9812448184",22284,NA,1,"Good"
"25079",2022-06-10,"Good","For-profit","1-9843861090",22228,23643,1,"Good"
"25080",2022-06-11,"Good","For-profit","1-10409647252",22329,NA,1,"Good"
"25081",2022-06-11,"Good","For-profit","1-15119082992",23100,NA,1,"Good"
"25082",2022-06-11,"Good","For-profit","1-2371885918",20479,NA,1,"Good"
"25083",2022-06-11,"Good","For-profit","1-3667180469",20944,23103,1,"Good"
"25084",2022-06-11,"Inadequate","For-profit","1-4603189161",21165,NA,0,"Inadequate"
"25085",2022-06-11,"Good","For-profit","1-5622302742",21416,NA,1,"Good"
"25086",2022-06-11,"Good","For-profit","1-6129589535",21581,NA,1,"Good"
"25087",2022-06-11,"Good","For-profit","1-7024426052",21720,NA,1,"Good"
"25088",2022-06-11,"Good","For-profit","1-9074894217",22083,NA,1,"Good"
"25089",2022-06-11,"Good","For-profit","1-9560184006",22216,NA,1,"Good"
"25090",2022-06-11,"Good","For-profit","1-9676744732",22197,NA,1,"Good"
"25091",2022-06-14,"Good","For-profit","1-10199545703",22300,NA,1,"Good"
"25092",2022-06-14,"Good","For-profit","1-10455514467",22357,NA,1,"Good"
"25093",2022-06-14,"Good","For-profit","1-174003279",18703,NA,1,"Good"
"25094",2022-06-14,"Good","For-profit","1-7492028864",21836,23176,1,"Good"
"25095",2022-06-14,"Good","For-profit","1-9085265437",22085,NA,1,"Good"
"25096",2022-06-15,"Good","For-profit","1-7100828370",21826,NA,1,"Good"
"25097",2022-06-15,"Good","For-profit","1-8895474731",22135,NA,1,"Good"
"25098",2022-06-16,"Good","For-profit","1-10233697626",22299,23036,1,"Good"
"25099",2022-06-16,"Inadequate","For-profit","1-139173387",18598,22903,0,"Inadequate"
"25100",2022-06-16,"Good","For-profit","1-1430026681",19883,NA,1,"Good"
"25101",2022-06-16,"Good","For-profit","1-14442651532",23034,NA,1,"Good"
"25102",2022-06-16,"Good","For-profit","1-18145413844",23342,NA,1,"Good"
"25103",2022-06-16,"Good","For-profit","1-2931437477",20824,NA,1,"Good"
"25104",2022-06-16,"Requires improvement","For-profit","1-5868835973",21731,NA,0,"Requires improvement"
"25105",2022-06-16,"Good","For-profit","1-7085058346",21795,23342,1,"Good"
"25106",2022-06-16,"Requires improvement","For-profit","1-7464191702",21852,NA,0,"Requires improvement"
"25107",2022-06-16,"Good","For-profit","1-7804836914",21984,NA,1,"Good"
"25108",2022-06-16,"Good","For-profit","1-8450645270",22222,NA,1,"Good"
"25109",2022-06-17,"Good","For-profit","1-10451317525",22337,NA,1,"Good"
"25110",2022-06-17,"Good","Local Authority","1-8047684470",21917,NA,1,"Good"
"25111",2022-06-17,"Good","For-profit","1-8279455726",21944,NA,1,"Good"
"25112",2022-06-17,"Good","For-profit","1-9403931517",22154,NA,1,"Good"
"25113",2022-06-17,"Good","For-profit","1-9668349396",22245,NA,1,"Good"
"25114",2022-06-17,"Good","For-profit","1-9800047917",22221,NA,1,"Good"
"25115",2022-06-18,"Good","For-profit","1-10052643347",22265,NA,1,"Good"
"25116",2022-06-18,"Good","For-profit","1-10846818288",22407,NA,1,"Good"
"25117",2022-06-18,"Good","For-profit","1-11482644746",22560,NA,1,"Good"
"25118",2022-06-18,"Good","For-profit","1-209697508",18725,NA,1,"Good"
"25119",2022-06-18,"Good","For-profit","1-4462212586",21137,NA,1,"Good"
"25120",2022-06-18,"Requires improvement","For-profit","1-4621176405",21166,23442,0,"Requires improvement"
"25121",2022-06-18,"Requires improvement","Local Authority","1-5991143679",21508,23141,0,"Requires improvement"
"25122",2022-06-18,"Good","For-profit","1-7973988958",21887,NA,1,"Good"
"25123",2022-06-18,"Good","For-profit","1-8162121146",21923,NA,1,"Good"
"25124",2022-06-18,"Good","For-profit","1-8786518629",22029,NA,1,"Good"
"25125",2022-06-18,"Requires improvement","For-profit","1-9286732829",22126,NA,0,"Requires improvement"
"25126",2022-06-18,"Good","For-profit","1-9304774101",22133,NA,1,"Good"
"25127",2022-06-18,"Good","For-profit","1-9513277276",22210,NA,1,"Good"
"25128",2022-06-18,"Good","For-profit","1-9660469853",22250,NA,1,"Good"
"25129",2022-06-21,"Good","For-profit","1-10405494148",22329,NA,1,"Good"
"25130",2022-06-21,"Requires improvement","For-profit","1-10415693235",22330,NA,0,"Requires improvement"
"25131",2022-06-21,"Requires improvement","For-profit","1-10651789901",22383,NA,0,"Requires improvement"
"25132",2022-06-21,"Requires improvement","For-profit","1-10757272925",22392,NA,0,"Requires improvement"
"25133",2022-06-21,"Requires improvement","For-profit","1-10964383219",22439,NA,0,"Requires improvement"
"25134",2022-06-21,"Good","Third sector","1-11089613906",22524,NA,1,"Good"
"25135",2022-06-21,"Inadequate","For-profit","1-122761582",18645,NA,0,"Inadequate"
"25136",2022-06-21,"Outstanding","For-profit","1-6957740561",21706,NA,1,"Outstanding"
"25137",2022-06-21,"Requires improvement","For-profit","1-9590750763",22253,NA,0,"Requires improvement"
"25138",2022-06-21,"Good","For-profit","1-9668348941",22245,NA,1,"Good"
"25139",2022-06-22,"Good","For-profit","1-10651342076",22376,NA,1,"Good"
"25140",2022-06-22,"Requires improvement","For-profit","1-13928127893",22897,NA,0,"Requires improvement"
"25141",2022-06-22,"Good","For-profit","1-2506730037",20590,NA,1,"Good"
"25142",2022-06-22,"Requires improvement","For-profit","1-3012563794",20752,NA,0,"Requires improvement"
"25143",2022-06-22,"Inadequate","For-profit","1-4993579070",21262,NA,0,"Inadequate"
"25144",2022-06-22,"Requires improvement","For-profit","1-7090510685",21739,NA,0,"Requires improvement"
"25145",2022-06-22,"Requires improvement","For-profit","1-9074274900",22082,NA,0,"Requires improvement"
"25146",2022-06-22,"Requires improvement","For-profit","1-9474626458",22159,NA,0,"Requires improvement"
"25147",2022-06-22,"Good","For-profit","1-9560754473",22225,NA,1,"Good"
"25148",2022-06-22,"Requires improvement","For-profit","1-9655764330",22245,23316,0,"Requires improvement"
"25149",2022-06-22,"Good","For-profit","1-9786827865",22217,NA,1,"Good"
"25150",2022-06-22,"Good","For-profit","1-9889822742",22236,NA,1,"Good"
"25151",2022-06-23,"Good","Local Authority","1-10258834996",22308,NA,1,"Good"
"25152",2022-06-23,"Good","For-profit","1-10576259379",22377,NA,1,"Good"
"25153",2022-06-23,"Good","For-profit","1-10597946804",22362,NA,1,"Good"
"25154",2022-06-23,"Good","For-profit","1-10675377517",22383,NA,1,"Good"
"25155",2022-06-23,"Good","For-profit","1-10820592226",22407,NA,1,"Good"
"25156",2022-06-23,"Requires improvement","For-profit","1-5995423223",21622,NA,0,"Requires improvement"
"25157",2022-06-23,"Requires improvement","For-profit","1-8565925968",22006,NA,0,"Requires improvement"
"25158",2022-06-23,"Requires improvement","For-profit","1-8585166199",22006,NA,0,"Requires improvement"
"25159",2022-06-23,"Good","For-profit","1-9829549374",22230,NA,1,"Good"
"25160",2022-06-24,"Good","For-profit","1-10166914310",22343,NA,1,"Good"
"25161",2022-06-24,"Good","For-profit","1-10177228205",22323,NA,1,"Good"
"25162",2022-06-24,"Good","For-profit","1-10193644634",22291,NA,1,"Good"
"25163",2022-06-24,"Outstanding","For-profit","1-10204544161",22300,NA,1,"Outstanding"
"25164",2022-06-24,"Good","For-profit","1-10234713801",22313,NA,1,"Good"
"25165",2022-06-24,"Requires improvement","For-profit","1-10365429313",22321,NA,0,"Requires improvement"
"25166",2022-06-24,"Good","For-profit","1-10478002833",22357,NA,1,"Good"
"25167",2022-06-24,"Inadequate","For-profit","1-11044513502",22439,23104,0,"Inadequate"
"25168",2022-06-24,"Good","For-profit","1-15199356046",23133,23512,1,"Good"
"25169",2022-06-24,"Requires improvement","For-profit","1-2440811444",20514,NA,0,"Requires improvement"
"25170",2022-06-24,"Good","For-profit","1-4969875607",21297,NA,1,"Good"
"25171",2022-06-24,"Good","Third sector","1-6303997517",21577,23135,1,"Good"
"25172",2022-06-24,"Requires improvement","For-profit","1-6804247386",21668,NA,0,"Requires improvement"
"25173",2022-06-24,"Good","For-profit","1-7376241071",21781,NA,1,"Good"
"25174",2022-06-24,"Inadequate","For-profit","1-8302070021",21948,23128,0,"Inadequate"
"25175",2022-06-24,"Requires improvement","For-profit","1-9115571469",22090,NA,0,"Requires improvement"
"25176",2022-06-24,"Good","For-profit","1-9225248918",22117,22931,1,"Good"
"25177",2022-06-24,"Requires improvement","For-profit","1-9268335169",22130,23085,0,"Requires improvement"
"25178",2022-06-24,"Good","For-profit","1-9366390771",22162,NA,1,"Good"
"25179",2022-06-24,"Good","For-profit","1-9737173503",22245,NA,1,"Good"
"25180",2022-06-25,"Good","For-profit","1-10359324015",22349,22909,1,"Good"
"25181",2022-06-25,"Good","For-profit","1-13725913151",22909,NA,1,"Good"
"25182",2022-06-25,"Good","For-profit","1-2706491970",20618,NA,1,"Good"
"25183",2022-06-25,"Good","For-profit","1-5600612940",21408,NA,1,"Good"
"25184",2022-06-25,"Good","For-profit","1-5710571050",21459,23211,1,"Good"
"25185",2022-06-25,"Good","For-profit","1-7279545954",21819,NA,1,"Good"
"25186",2022-06-25,"Good","For-profit","1-8544665685",21994,NA,1,"Good"
"25187",2022-06-25,"Requires improvement","For-profit","1-8732953550",22076,NA,0,"Requires improvement"
"25188",2022-06-25,"Requires improvement","For-profit","1-9241555631",22118,NA,0,"Requires improvement"
"25189",2022-06-28,"Requires improvement","For-profit","1-2279487888",20397,NA,0,"Requires improvement"
"25190",2022-06-28,"Requires improvement","For-profit","1-2932397343",20719,NA,0,"Requires improvement"
"25191",2022-06-28,"Inadequate","For-profit","1-548883981",19340,23258,0,"Inadequate"
"25192",2022-06-28,"Good","Third sector","1-6581839338",21819,NA,1,"Good"
"25193",2022-06-28,"Good","For-profit","1-6722777401",21654,23716,1,"Good"
"25194",2022-06-28,"Requires improvement","For-profit","1-7258140668",21874,NA,0,"Requires improvement"
"25195",2022-06-28,"Outstanding","For-profit","1-7508755124",21805,NA,1,"Outstanding"
"25196",2022-06-28,"Good","Third sector","1-7570398410",21838,NA,1,"Good"
"25197",2022-06-28,"Good","For-profit","1-8180350092",21924,NA,1,"Good"
"25198",2022-06-28,"Good","For-profit","1-8578950536",22056,NA,1,"Good"
"25199",2022-06-28,"Good","For-profit","1-871462484",19591,NA,1,"Good"
"25200",2022-06-28,"Good","For-profit","1-8928891318",22056,NA,1,"Good"
"25201",2022-06-28,"Good","For-profit","1-9140099902",22099,NA,1,"Good"
"25202",2022-06-28,"Requires improvement","For-profit","1-9843384106",22236,NA,0,"Requires improvement"
"25203",2022-06-29,"Good","For-profit","1-10194189629",22300,NA,1,"Good"
"25204",2022-06-29,"Requires improvement","For-profit","1-10232991068",22298,NA,0,"Requires improvement"
"25205",2022-06-29,"Good","For-profit","1-10455542622",22341,NA,1,"Good"
"25206",2022-06-29,"Good","Third sector","1-10484679900",22343,NA,1,"Good"
"25207",2022-06-29,"Good","For-profit","1-10571549680",22361,NA,1,"Good"
"25208",2022-06-29,"Good","For-profit","1-12076720079",22615,NA,1,"Good"
"25209",2022-06-29,"Good","For-profit","1-16955378816",23245,NA,1,"Good"
"25210",2022-06-29,"Inadequate","For-profit","1-2194228851",20361,NA,0,"Inadequate"
"25211",2022-06-29,"Good","Third sector","1-298516683",18869,NA,1,"Good"
"25212",2022-06-29,"Requires improvement","For-profit","1-4028442520",21070,NA,0,"Requires improvement"
"25213",2022-06-29,"Good","For-profit","1-4949842457",21277,NA,1,"Good"
"25214",2022-06-29,"Good","For-profit","1-6906880401",21698,NA,1,"Good"
"25215",2022-06-29,"Requires improvement","For-profit","1-7343051457",21776,NA,0,"Requires improvement"
"25216",2022-06-29,"Good","For-profit","1-7694023867",21874,NA,1,"Good"
"25217",2022-06-29,"Good","For-profit","1-8026511142",21899,NA,1,"Good"
"25218",2022-06-29,"Requires improvement","Third sector","1-8043166315",21923,NA,0,"Requires improvement"
"25219",2022-06-29,"Good","For-profit","1-8501996163",21991,NA,1,"Good"
"25220",2022-06-29,"Good","For-profit","1-9188275473",22105,23245,1,"Good"
"25221",2022-06-29,"Good","For-profit","1-9195057908",22109,NA,1,"Good"
"25222",2022-06-29,"Good","For-profit","1-9736920019",22376,NA,1,"Good"
"25223",2022-06-29,"Good","For-profit","1-983670864",19639,NA,1,"Good"
"25224",2022-06-29,"Good","For-profit","1-9849576341",22230,NA,1,"Good"
"25225",2022-06-29,"Requires improvement","For-profit","1-9943491703",22246,NA,0,"Requires improvement"
"25226",2022-06-29,"Good","For-profit","1-9970761703",22258,NA,1,"Good"
"25227",2022-06-30,"Good","For-profit","1-10049925032",22265,NA,1,"Good"
"25228",2022-06-30,"Good","For-profit","1-10575837481",22396,NA,1,"Good"
"25229",2022-06-30,"Good","For-profit","1-10659683726",22377,NA,1,"Good"
"25230",2022-06-30,"Requires improvement","For-profit","1-13447809532",22834,NA,0,"Requires improvement"
"25231",2022-06-30,"Requires improvement","For-profit","1-18445324917",23405,NA,0,"Requires improvement"
"25232",2022-06-30,"Good","For-profit","1-18986291941",23455,NA,1,"Good"
"25233",2022-06-30,"Requires improvement","For-profit","1-19679419597",23583,NA,0,"Requires improvement"
"25234",2022-06-30,"Good","For-profit","1-2998636433",20886,NA,1,"Good"
"25235",2022-06-30,"Inadequate","For-profit","1-350901329",18998,NA,0,"Inadequate"
"25236",2022-06-30,"Good","For-profit","1-5924656618",21586,NA,1,"Good"
"25237",2022-06-30,"Good","For-profit","1-6473140556",21655,NA,1,"Good"
"25238",2022-06-30,"Requires improvement","For-profit","1-7236955738",21755,22834,0,"Requires improvement"
"25239",2022-06-30,"Requires improvement","For-profit","1-7536843028",21878,NA,0,"Requires improvement"
"25240",2022-06-30,"Requires improvement","For-profit","1-7766675081",21861,NA,0,"Requires improvement"
"25241",2022-06-30,"Good","For-profit","1-7879687302",21872,NA,1,"Good"
"25242",2022-06-30,"Good","Third sector","1-8042793237",21923,NA,1,"Good"
"25243",2022-06-30,"Good","For-profit","1-8174579539",21931,NA,1,"Good"
"25244",2022-06-30,"Good","For-profit","1-8544574315",21994,NA,1,"Good"
"25245",2022-06-30,"Good","For-profit","1-9158135949",22099,23455,1,"Good"
"25246",2022-06-30,"Outstanding","For-profit","1-9454808091",22169,NA,1,"Outstanding"
"25247",2022-06-30,"Good","For-profit","1-9639510700",22245,23316,1,"Good"
"25248",2022-06-30,"Requires improvement","For-profit","1-9706041908",22204,23403,0,"Requires improvement"
"25249",2022-06-30,"Requires improvement","For-profit","1-9863777934",22280,23589,0,"Requires improvement"
"25250",2022-06-30,"Requires improvement","For-profit","1-9895642283",22306,NA,0,"Requires improvement"
"25251",2022-07-01,"Good","Third sector","1-10212079624",22294,NA,1,"Good"
"25252",2022-07-01,"Good","For-profit","1-10454831073",22343,NA,1,"Good"
"25253",2022-07-01,"Good","For-profit","1-10540686183",22384,NA,1,"Good"
"25254",2022-07-01,"Good","For-profit","1-10592932655",22376,NA,1,"Good"
"25255",2022-07-01,"Good","For-profit","1-10803041642",22398,NA,1,"Good"
"25256",2022-07-01,"Good","For-profit","1-115483525",18645,NA,1,"Good"
"25257",2022-07-01,"Requires improvement","For-profit","1-129542475",18611,NA,0,"Requires improvement"
"25258",2022-07-01,"Inadequate","For-profit","1-4946007645",21250,22965,0,"Inadequate"
"25259",2022-07-01,"Good","For-profit","1-5498119390",21412,NA,1,"Good"
"25260",2022-07-01,"Good","For-profit","1-7785076468",21886,NA,1,"Good"
"25261",2022-07-01,"Requires improvement","For-profit","1-8495598391",21994,NA,0,"Requires improvement"
"25262",2022-07-01,"Good","Local Authority","1-9146000975",22097,NA,1,"Good"
"25263",2022-07-01,"Good","For-profit","1-9736362537",22306,NA,1,"Good"
"25264",2022-07-01,"Good","Local Authority","1-9752814550",22230,NA,1,"Good"
"25265",2022-07-02,"Good","For-profit","1-10177937832",22288,NA,1,"Good"
"25266",2022-07-02,"Good","For-profit","1-1764201580",20002,NA,1,"Good"
"25267",2022-07-02,"Good","For-profit","1-1824822254",20073,NA,1,"Good"
"25268",2022-07-02,"Good","For-profit","1-2216119816",20354,NA,1,"Good"
"25269",2022-07-02,"Good","For-profit","1-2953448277",20731,NA,1,"Good"
"25270",2022-07-02,"Requires improvement","For-profit","1-4357851519",21120,NA,0,"Requires improvement"
"25271",2022-07-02,"Good","For-profit","1-6307537036",21570,NA,1,"Good"
"25272",2022-07-02,"Good","For-profit","1-6953631142",21699,NA,1,"Good"
"25273",2022-07-02,"Requires improvement","For-profit","1-7701653348",21840,NA,0,"Requires improvement"
"25274",2022-07-02,"Requires improvement","For-profit","1-9084869922",22098,22914,0,"Requires improvement"
"25275",2022-07-02,"Good","For-profit","1-9661628079",22245,23461,1,"Good"
"25276",2022-07-02,"Good","For-profit","1-9774254632",22215,NA,1,"Good"
"25277",2022-07-05,"Good","For-profit","1-10252295859",22333,NA,1,"Good"
"25278",2022-07-05,"Good","For-profit","1-10615676724",22368,NA,1,"Good"
"25279",2022-07-05,"Requires improvement","For-profit","1-11476607528",22526,NA,0,"Requires improvement"
"25280",2022-07-05,"Good","Third sector","1-115772831",18638,NA,1,"Good"
"25281",2022-07-05,"Good","For-profit","1-9586853817",22181,NA,1,"Good"
"25282",2022-07-05,"Good","For-profit","1-9666415064",22196,NA,1,"Good"
"25283",2022-07-06,"Good","For-profit","1-10245080845",22307,NA,1,"Good"
"25284",2022-07-06,"Good","For-profit","1-10455231604",22357,23517,1,"Good"
"25285",2022-07-06,"Good","Third sector","1-10675954046",22384,NA,1,"Good"
